Year,Region,Data Source,Market Size,Currency
2016,EU,CodaMetrix,8.8,EUR
2016,EU,森浦医疗AI平台,31.0,EUR
2016,EU,Optum Analytics,9.0,EUR
2016,EU,Vizzia Technologies,3.7,EUR
2016,EU,GE Healthcare,19.9,EUR
2016,EU,Lyra Health,5.6,EUR
2016,EU,Elegen Corp.,11.0,EUR
2016,EU,Butterfly Network,10.5,EUR
2016,EU,Element5,15.6,EUR
2016,EU,ZOE,21.9,EUR
2016,EU,观研报告网,1.2,EUR
2016,EU,Livara Health,17.5,EUR
2016,EU,Siemens Healthineers,7.8,EUR
2016,EU,艾瑞咨询,19.7,EUR
2016,EU,Atomwise,23.4,EUR
2016,EU,腾讯觅影,8.0,EUR
2016,EU,BenevolentAI,7.4,EUR
2016,EU,Causaly,16.3,EUR
2016,EU,Heidi Health,28.3,EUR
2016,EU,Healx,4.5,EUR
2016,EU,Digital Diagnostics,16.0,EUR
2016,EU,深睿医疗,20.7,EUR
2016,EU,新华三AI医疗平台,7.1,EUR
2016,EU,Color Health,33.7,EUR
2016,EU,GE Healthcare,22.0,EUR
2016,EU,Butterfly Network,16.3,EUR
2016,EU,森浦医疗AI平台,20.2,EUR
2017,EU,European Commission,44.2,EUR
2017,EU,Eurostat,46.3,EUR
2017,EU,Mordor Intelligence,43.9,EUR
2017,EU,Everly Health,24.7,EUR
2017,EU,腾讯觅影,15.0,EUR
2017,EU,Digital Diagnostics,18.7,EUR
2017,EU,Angle Health,16.7,EUR
2017,EU,Butterfly Network,14.2,EUR
2017,EU,依图科技,20.9,EUR
2017,EU,深睿医疗,19.1,EUR
2017,EU,艾瑞咨询,16.2,EUR
2017,EU,ZOE,8.5,EUR
2017,EU,阿里健康,13.5,EUR
2017,EU,鹰瞳科技,10.6,EUR
2017,EU,Quris-AI,29.7,EUR
2017,EU,Praxis EMR,13.7,EUR
2017,EU,Optum Analytics,24.5,EUR
2017,EU,Owkin,8.3,EUR
2017,EU,新华三AI医疗平台,24.7,EUR
2017,EU,Cleerly,12.6,EUR
2017,EU,Regard,2.5,EUR
2017,EU,蓝帆医疗AI,14.5,EUR
2017,EU,PathAI,6.0,EUR
2017,EU,Viz.ai,14.6,EUR
2017,EU,HMNC Brain Health,7.1,EUR
2017,EU,ZOE,26.1,EUR
2017,EU,Atomwise,13.6,EUR
2018,EU,European Commission,44.6,EUR
2018,EU,Eurostat,44.3,EUR
2018,EU,Mordor Intelligence,42.7,EUR
2018,EU,科亚医疗,12.3,EUR
2018,EU,CodaMetrix,17.9,EUR
2018,EU,Causaly,18.2,EUR
2018,EU,Causaly,6.1,EUR
2018,EU,SmarterDx,18.1,EUR
2018,EU,新华三AI医疗平台,12.4,EUR
2018,EU,Quibim,24.8,EUR
2018,EU,Hinge Health,3.4,EUR
2018,EU,GE Healthcare,14.8,EUR
2018,EU,BenevolentAI,13.3,EUR
2018,EU,Lyra Health,21.4,EUR
2018,EU,Causaly,9.1,EUR
2018,EU,Arcadia,5.7,EUR
2018,EU,Insitro,21.5,EUR
2018,EU,ScienceDirect,11.7,EUR
2018,EU,Eleos Health,24.1,EUR
2018,EU,Lyra Health,1.5,EUR
2018,EU,BenchSci,8.2,EUR
2018,EU,Viz.ai,1.9,EUR
2018,EU,Infinitus,18.2,EUR
2018,EU,Hinge Health,9.0,EUR
2018,EU,SAS,1.3,EUR
2018,EU,Arcadia,9.6,EUR
2018,EU,IBM Watson Health,14.7,EUR
2018,EU,联影智能,21.1,EUR
2019,EU,European Commission,45.7,EUR
2019,EU,Eurostat,45.2,EUR
2019,EU,Mordor Intelligence,43.9,EUR
2019,EU,国家统计局,28.5,EUR
2019,EU,Elegen Corp.,22.5,EUR
2019,EU,ZOE,19.8,EUR
2019,EU,HMNC Brain Health,23.4,EUR
2019,EU,科亚医疗,22.5,EUR
2019,EU,Chordline Health中国信通院,19.1,EUR
2019,EU,Hinge Health,5.2,EUR
2019,EU,SAS,24.7,EUR
2019,EU,Elegen Corp.,1.3,EUR
2019,EU,Vizzia Technologies,21.6,EUR
2019,EU,Arcadia,11.1,EUR
2019,EU,SAS,21.2,EUR
2019,EU,Intelligencia AI,7.8,EUR
2019,EU,Microsoft Healthcare,7.6,EUR
2019,EU,联影智能,4.6,EUR
2019,EU,平安智慧医疗,3.8,EUR
2019,EU,数坤科技,1.8,EUR
2019,EU,Praxis EMR,2.2,EUR
2019,EU,推想科技,8.8,EUR
2019,EU,CKGSB Knowledge,25.9,EUR
2019,EU,Eleos Health,11.3,EUR
2019,EU,Everly Health,15.3,EUR
2019,EU,Microsoft Healthcare,11.8,EUR
2019,EU,Heidi Health,1.4,EUR
2019,EU,Healx,8.4,EUR
2019,EU,Philips Healthcare,18.8,EUR
2019,EU,鹰瞳科技,0.9,EUR
2019,EU,ScienceDirect,25.8,EUR
2019,EU,Elegen Corp.,14.7,EUR
2019,EU,Everly Health,20.5,EUR
2019,EU,Optum Analytics,29.4,EUR
2019,EU,Livara Health,26.7,EUR
2019,EU,联影智能,5.0,EUR
2019,EU,Quris-AI,17.3,EUR
2020,EU,European Commission,44.3,EUR
2020,EU,Eurostat,46.6,EUR
2020,EU,Mordor Intelligence,45.5,EUR
2020,EU,SmarterDx,10.8,EUR
2020,EU,蓝帆医疗AI,16.2,EUR
2020,EU,SmarterDx,5.6,EUR
2020,EU,SimpleTherapy,14.5,EUR
2020,EU,Chordline Health中国信通院,21.6,EUR
2020,EU,Atomwise,26.4,EUR
2020,EU,CodaMetrix,7.3,EUR
2020,EU,Healx,20.2,EUR
2020,EU,前瞻产业研究院,30.9,EUR
2020,EU,Owkin,16.2,EUR
2020,EU,Praxis EMR,8.2,EUR
2020,EU,腾讯觅影,17.3,EUR
2020,EU,SimpleTherapy,10.7,EUR
2020,EU,联影智能,16.6,EUR
2020,EU,腾讯觅影,1.8,EUR
2020,EU,Owkin,4.7,EUR
2020,EU,HMNC Brain Health,23.4,EUR
2020,EU,HMNC Brain Health,15.2,EUR
2020,EU,Angle Health,27.8,EUR
2020,EU,CKGSB Knowledge,12.8,EUR
2020,EU,Philips Healthcare,9.4,EUR
2020,EU,Exscientia,18.7,EUR
2020,EU,CKGSB Knowledge,21.6,EUR
2021,EU,European Commission,39.9,EUR
2021,EU,Eurostat,39.9,EUR
2021,EU,Mordor Intelligence,39.9,EUR
2021,EU,国家统计局,12.1,EUR
2021,EU,Causaly,7.2,EUR
2021,EU,Insitro,11.1,EUR
2021,EU,Forward,1.8,EUR
2021,EU,Arcadia,15.3,EUR
2021,EU,CodaMetrix,1.7,EUR
2021,EU,PathAI,8.1,EUR
2021,EU,数坤科技,10.4,EUR
2021,EU,艾瑞咨询,2.8,EUR
2021,EU,Elegen Corp.,26.8,EUR
2021,EU,新华三AI医疗平台,16.1,EUR
2021,EU,医渡云,6.2,EUR
2021,EU,Hinge Health,3.3,EUR
2021,EU,Augmedix,15.9,EUR
2021,EU,Hinge Health,5.7,EUR
2021,EU,Elegen Corp.,21.5,EUR
2021,EU,依图科技,8.0,EUR
2021,EU,Amazon Health,12.9,EUR
2021,EU,Google Health,22.0,EUR
2021,EU,Color Health,21.6,EUR
2021,EU,Praxis EMR,35.6,EUR
2021,EU,Lyra Health,12.6,EUR
2021,EU,Siemens Healthineers,14.5,EUR
2021,EU,Butterfly Network,8.3,EUR
2021,EU,汇医慧影,12.1,EUR
2021,EU,新华三AI医疗平台,17.5,EUR
2021,EU,Livara Health,12.1,EUR
2021,EU,Causaly,21.1,EUR
2021,EU,Google Health,30.9,EUR
2021,EU,SimpleTherapy,10.1,EUR
2022,EU,European Commission,40.8,EUR
2022,EU,Eurostat,43.5,EUR
2022,EU,Mordor Intelligence,39.8,EUR
2022,EU,Arcadia,9.3,EUR
2022,EU,迈瑞医疗,23.2,EUR
2022,EU,BenchSci,8.7,EUR
2022,EU,ZOE,7.3,EUR
2022,EU,Chordline Health中国信通院,7.3,EUR
2022,EU,依图科技,20.4,EUR
2022,EU,Viz.ai,3.1,EUR
2022,EU,Daxue Consulting,11.5,EUR
2022,EU,ScienceDirect,20.6,EUR
2022,EU,Angle Health,9.7,EUR
2022,EU,Livara Health,3.5,EUR
2022,EU,HMNC Brain Health,4.3,EUR
2022,EU,Heidi Health,14.7,EUR
2022,EU,依图科技,14.0,EUR
2022,EU,Infinitus,14.3,EUR
2022,EU,医渡云,7.4,EUR
2022,EU,Fathom,17.3,EUR
2022,EU,Causaly,3.4,EUR
2022,EU,平安智慧医疗,19.5,EUR
2022,EU,Elegen Corp.,28.1,EUR
2022,EU,IBM Watson Health,2.8,EUR
2022,EU,Livara Health,8.4,EUR
2023,EU,European Commission,41.0,EUR
2023,EU,Eurostat,41.0,EUR
2023,EU,Mordor Intelligence,41.0,EUR
2023,EU,Microsoft Healthcare,22.0,EUR
2023,EU,华大智造,0.7,EUR
2023,EU,Digital Diagnostics,6.4,EUR
2023,EU,Daxue Consulting,3.5,EUR
2023,EU,Daxue Consulting,8.3,EUR
2023,EU,依图科技,12.1,EUR
2023,EU,Element5,11.5,EUR
2023,EU,BenevolentAI,24.4,EUR
2023,EU,SmarterDx,16.1,EUR
2023,EU,Praxis EMR,4.8,EUR
2023,EU,医渡云,9.2,EUR
2023,EU,Element5,8.2,EUR
2023,EU,Optum Analytics,20.5,EUR
2023,EU,国家统计局,19.4,EUR
2023,EU,Hinge Health,6.2,EUR
2023,EU,医渡云,6.7,EUR
2023,EU,深睿医疗,6.4,EUR
2023,EU,Amazon Health,13.4,EUR
2023,EU,腾讯觅影,6.8,EUR
2023,EU,HMNC Brain Health,35.7,EUR
2023,EU,Butterfly Network,6.2,EUR
2023,EU,BenchSci,18.6,EUR
2023,EU,Philips Healthcare,12.8,EUR
2023,EU,Digital Diagnostics,10.6,EUR
2023,EU,Daxue Consulting,9.7,EUR
2023,EU,ZOE,0.9,EUR
2023,EU,联影智能,18.2,EUR
2023,EU,森浦医疗AI平台,16.6,EUR
2023,EU,IBM Watson Health,5.6,EUR
2024,EU,European Commission,54.8,EUR
2024,EU,Eurostat,51.9,EUR
2024,EU,Mordor Intelligence,53.0,EUR
2024,EU,Arterys,7.8,EUR
2024,EU,国家统计局,22.8,EUR
2024,EU,Everly Health,17.5,EUR
2024,EU,Intelligencia AI,16.0,EUR
2024,EU,前瞻产业研究院,24.0,EUR
2024,EU,ZOE,18.1,EUR
2024,EU,Cleerly,12.0,EUR
2024,EU,Angle Health,15.8,EUR
2024,EU,数坤科技,20.5,EUR
2024,EU,Hinge Health,9.2,EUR
2024,EU,Atomwise,23.3,EUR
2024,EU,腾讯觅影,20.1,EUR
2024,EU,森浦医疗AI平台,20.8,EUR
2024,EU,ZOE,14.9,EUR
2024,EU,Quibim,10.5,EUR
2024,EU,Owkin,3.5,EUR
2024,EU,迈瑞医疗,27.7,EUR
2024,EU,Arterys,14.7,EUR
2024,EU,BenevolentAI,2.7,EUR
2024,EU,GE Healthcare,2.7,EUR
2024,EU,Vizzia Technologies,8.0,EUR
2024,EU,Amazon Health,13.5,EUR
2024,EU,Color Health,41.2,EUR
2024,EU,迈瑞医疗,22.5,EUR
2024,EU,森亿智能,23.7,EUR
2024,EU,Element5,11.3,EUR
2015,Global,Grand View Research,137.3,USD
2015,Global,MarketsandMarkets,135.3,USD
2015,Global,Statista,141.7,USD
2015,Global,Google Health,20.9,USD
2015,Global,医渡云,39.1,USD
2015,Global,Quibim,58.2,USD
2015,Global,Elegen Corp.,54.4,USD
2015,Global,Vizzia Technologies,55.8,USD
2015,Global,Eleos Health,66.6,USD
2015,Global,Microsoft Healthcare,14.1,USD
2015,Global,Cleerly,33.9,USD
2015,Global,Google Health,28.8,USD
2015,Global,艾瑞咨询,82.8,USD
2015,Global,Healx,76.0,USD
2015,Global,Infinitus,49.7,USD
2015,Global,新华三AI医疗平台,27.3,USD
2015,Global,Forward,21.0,USD
2015,Global,Arterys,42.0,USD
2015,Global,平安智慧医疗,63.1,USD
2015,Global,Angle Health,93.0,USD
2015,Global,Heidi Health,50.6,USD
2015,Global,Angle Health,14.0,USD
2015,Global,Arterys,31.1,USD
2015,Global,Butterfly Network,1.1,USD
2015,Global,迈瑞医疗,50.0,USD
2015,Global,Quibim,67.5,USD
2015,Global,Color Health,43.5,USD
2015,Global,Siemens Healthineers,67.8,USD
2015,Global,SAS,10.4,USD
2015,Global,Color Health,42.4,USD
2015,Global,Daxue Consulting,70.0,USD
2015,Global,艾瑞咨询,36.4,USD
2015,Global,前瞻产业研究院,63.9,USD
2015,Global,PathAI,38.9,USD
2015,Global,SimpleTherapy,16.5,USD
2015,Global,Chordline Health中国信通院,41.6,USD
2015,Global,BenchSci,58.8,USD
2015,Global,BenevolentAI,56.5,USD
2015,Global,Owkin,20.6,USD
2015,Global,Owkin,67.2,USD
2016,Global,Grand View Research,135.8,USD
2016,Global,MarketsandMarkets,136.3,USD
2016,Global,Statista,142.9,USD
2016,Global,Exscientia,6.3,USD
2016,Global,Arcadia,31.8,USD
2016,Global,平安智慧医疗,5.1,USD
2016,Global,Daxue Consulting,87.8,USD
2016,Global,SAS,61.3,USD
2016,Global,联影智能,2.5,USD
2016,Global,森浦医疗AI平台,29.7,USD
2016,Global,平安智慧医疗,97.8,USD
2016,Global,Chordline Health中国信通院,51.8,USD
2016,Global,Quibim,55.3,USD
2016,Global,Siemens Healthineers,43.9,USD
2016,Global,阿里健康,60.1,USD
2016,Global,Angle Health,103.5,USD
2016,Global,SAS,27.7,USD
2016,Global,Regard,25.2,USD
2016,Global,BenchSci,28.4,USD
2016,Global,Elegen Corp.,49.9,USD
2016,Global,Exscientia,42.3,USD
2016,Global,CKGSB Knowledge,23.2,USD
2016,Global,SAS,27.9,USD
2016,Global,依图科技,6.3,USD
2016,Global,Livara Health,25.4,USD
2016,Global,观研报告网,37.7,USD
2016,Global,ZOE,45.1,USD
2016,Global,ZOE,34.3,USD
2017,Global,Grand View Research,152.5,USD
2017,Global,MarketsandMarkets,151.2,USD
2017,Global,Statista,140.2,USD
2017,Global,Infinitus,12.5,USD
2017,Global,Microsoft Healthcare,22.0,USD
2017,Global,前瞻产业研究院,17.5,USD
2017,Global,Arcadia,67.8,USD
2017,Global,Google Health,75.5,USD
2017,Global,Vizzia Technologies,55.6,USD
2017,Global,Microsoft Healthcare,64.2,USD
